job_id,job_title,company,skills,description,location,experience,combined_text
406,data scientist - i,g2,"deep learning, data analysis, coding, neural networks, machine learning, debugging, data collection, sql","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist - i. Skills: deep learning, data analysis, coding, neural networks, machine learning, debugging, data collection, sql. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
407,machine learning data scientist - nlp,forecastera india,"front end, machine learning, information retrieval, natural language processing, open source, analytics, python, salesforce","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"machine learning data scientist - nlp. Skills: front end, machine learning, information retrieval, natural language processing, open source, analytics, python, salesforce. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
408,data scientist,paypal,"unix, data analysis, linux, project management, process improvement, data mining, sql, python","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: unix, data analysis, linux, project management, process improvement, data mining, sql, python. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
409,data scientist,quantium analytics,"health insurance, people development, coding, analytical, consulting, actuarial, healthcare analytics, project delivery","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: health insurance, people development, coding, analytical, consulting, actuarial, healthcare analytics, project delivery. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
410,data scientists and programmer,zdaly,"san, health insurance, tableau, data modeling, cassandra, script writing, big data analytics, machine learning","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientists and programmer. Skills: san, health insurance, tableau, data modeling, cassandra, script writing, big data analytics, machine learning. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
411,data scientist,fintech,"machine learning, pytorch, tensorflow, deep learning, machine, data","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: machine learning, pytorch, tensorflow, deep learning, machine, data. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
412,data scientist,encora,"product engineering, cloud services, machine learning, quality engineering, manager technology, data analytics, management, machine","utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is...",bengaluru,1-4 yrs,"data scientist. Skills: product engineering, cloud services, machine learning, quality engineering, manager technology, data analytics, management, machine. Description: utilize cloud computing frameworks (preferably aws, but experience with gcp or azure is..."
413,data scientist,hdfc bank,"data science, gen ai, nlp, ai & ml, data analytics, machine learning, data, ml",. skills/ competencies required proficient understanding of key data engineering concep...,chennai,8-13 yrs,"data scientist. Skills: data science, gen ai, nlp, ai & ml, data analytics, machine learning, data, ml. Description: . skills/ competencies required proficient understanding of key data engineering concep..."
414,data scientist: ai/ml engineer,ibm,"kubernetes, python, redhat openshift, machine learning, microservices development, scikit-learn, dbms, numpy",. skills/ competencies required proficient understanding of key data engineering concep...,chennai,8-13 yrs,"data scientist: ai/ml engineer. Skills: kubernetes, python, redhat openshift, machine learning, microservices development, scikit-learn, dbms, numpy. Description: . skills/ competencies required proficient understanding of key data engineering concep..."
415,pricing data scientist,hot tub condos,"hospitality, senior management, postgresql, mysql, integration testing, pricing strategy, programming, advanced excel",. skills/ competencies required proficient understanding of key data engineering concep...,chennai,8-13 yrs,"pricing data scientist. Skills: hospitality, senior management, postgresql, mysql, integration testing, pricing strategy, programming, advanced excel. Description: . skills/ competencies required proficient understanding of key data engineering concep..."
